id,ballkid,year,court,count,duration
479233,530,2023,Court 4,0,0:00:00
479232,530,2023,Stadium,0,0:00:00
479231,529,2023,Grandstand,2,2:00:00
479230,529,2023,Court 5,1,0:50:51.515487
479229,529,2023,Harris,2,2:00:00
479228,529,2023,Court 4,2,2:00:00
479227,529,2023,Stadium,4,3:16:37.823410
479226,528,2023,Grandstand,4,4:00:00
479225,528,2023,Court 5,3,1:17:00.236388
479224,528,2023,Harris,6,5:08:18.841479
479223,528,2023,Court 4,4,3:42:34.491651
479222,528,2023,Stadium,7,7:00:00
479221,527,2023,Grandstand,4,3:27:07.449812
479220,527,2023,Court 5,8,6:28:23.350001
479219,527,2023,Harris,8,8:00:00
479218,527,2023,Court 4,4,4:00:00
479217,527,2023,Stadium,7,6:16:37.823410
479216,526,2023,Grandstand,0,0:00:00
479215,526,2023,Court 5,0,0:00:00
479214,526,2023,Harris,0,0:00:00
479213,526,2023,Court 4,0,0:00:00
479212,526,2023,Stadium,0,0:00:00
479211,525,2023,Grandstand,6,6:00:00
479210,525,2023,Court 5,4,4:00:00
479209,525,2023,Harris,9,8:01:55.167914
479208,525,2023,Court 4,7,6:43:50.475865
479207,525,2023,Stadium,13,13:00:00
479206,524,2023,Grandstand,6,6:00:00
479205,524,2023,Court 5,5,4:27:56.610014
479204,524,2023,Harris,8,7:30:00.149264
479203,524,2023,Court 4,5,5:00:00
479202,524,2023,Stadium,10,10:00:00
479201,523,2023,Grandstand,4,3:27:07.449812
479200,523,2023,Court 5,1,1:00:00
479199,523,2023,Harris,3,3:00:00
479198,523,2023,Court 4,4,4:00:00
479197,523,2023,Stadium,4,3:16:37.823410
479196,522,2023,Grandstand,0,0:00:00
479195,522,2023,Court 5,2,2:00:00
479194,522,2023,Harris,3,3:00:00
479193,522,2023,Court 4,3,3:00:00
479192,522,2023,Stadium,1,1:00:00
479191,521,2023,Grandstand,7,7:00:00
479190,521,2023,Court 5,3,2:50:51.515487
479189,521,2023,Harris,7,7:00:00
479188,521,2023,Court 4,4,2:57:22.996288
479187,521,2023,Stadium,9,8:27:25.307305
479186,520,2023,Grandstand,7,6:27:07.449812
479185,520,2023,Court 5,5,2:53:44.509785
479184,520,2023,Harris,9,9:00:00
479183,520,2023,Court 4,7,6:05:16.520823
479182,520,2023,Stadium,13,10:54:09.260510
479181,518,2023,Grandstand,4,4:00:00
479180,518,2023,Court 5,3,3:00:00
479179,518,2023,Harris,6,6:00:00
479178,518,2023,Court 4,4,4:00:00
479177,518,2023,Stadium,8,6:19:48.901560
479176,517,2023,Grandstand,4,3:13:15.081176
479175,517,2023,Court 5,1,1:00:00
479174,517,2023,Harris,1,1:00:00
479173,517,2023,Court 4,2,2:00:00
479172,517,2023,Stadium,2,2:00:00
479171,516,2023,Grandstand,2,2:00:00
479170,516,2023,Court 5,1,0:55:55.341569
479169,516,2023,Harris,3,3:00:00
479168,516,2023,Court 4,4,3:01:06.646516
479167,516,2023,Stadium,2,2:00:00
479166,515,2023,Grandstand,4,3:06:40.706641
479165,515,2023,Court 5,2,2:00:00
479164,515,2023,Harris,5,4:21:53.543827
479163,515,2023,Court 4,5,4:55:40.584688
479162,515,2023,Stadium,10,9:01:29.187837
479161,514,2023,Grandstand,4,4:00:00
479160,514,2023,Court 5,5,4:49:54.481365
479159,514,2023,Harris,7,7:00:00
479158,514,2023,Court 4,5,4:45:45.643779
479157,514,2023,Stadium,3,3:00:00
479156,513,2023,Grandstand,6,5:27:07.449812
479155,513,2023,Court 5,2,2:00:00
479154,513,2023,Harris,4,4:00:00
479153,513,2023,Court 4,6,5:55:40.584688
479152,513,2023,Stadium,12,11:27:12.932727
479151,512,2023,Grandstand,2,2:00:00
479150,512,2023,Court 5,2,2:00:00
479149,512,2023,Harris,4,3:29:24.267868
479148,512,2023,Court 4,0,0:00:00
479147,512,2023,Stadium,3,2:09:38.114374
458026,1,2023,Grandstand,0,0:00:00
458025,1,2023,Court 5,0,0:00:00
458024,1,2023,Harris,0,0:00:00
458023,1,2023,Court 4,0,0:00:00
458022,1,2023,Stadium,0,0:00:00
